claim_id,claim,label,truth,n,k_correct,p_q,h_q,h_q_se,p_A,selected
21,"Sea level rise has been slow and a constant, pre-dating industrialization",REFUTES,FALSE,64,34,0.53125,0.125163142954006,0.2504747215288806,0.03125,True
2711,"'Antarctic sea ice set a new record in October 2007, as photographs distributed by the National Oceanic and Atmospheric Administration showed penguins and other cold-weather creatures able to stand farther north on Southern Hemisphere sea ice than has ever been recorded.",REFUTES,FALSE,64,34,0.53125,0.125163142954006,0.2504747215288806,0.21875,True
2753,"However, studies have determined that current technology is sufficient to reduce greenhouse gas emissions the necessary amount, and that we can do so without significant impact on the economy.",SUPPORTS,TRUE,64,35,0.546875,0.18805223150293962,0.2510719439349454,0.234375,True
1508,global warming ceased around the end of the twentieth century and was followed (since 1997) by 19 years of stable temperature.,REFUTES,FALSE,64,35,0.546875,0.18805223150293962,0.2510719439349454,0.265625,True
306,There is no statistical evidence that global warming is intensifying[…] droughts,REFUTES,FALSE,64,37,0.578125,0.31508104663989545,0.25301215685249495,0.390625,True
382,The amount of energy used to construct solar and wind facilities is greater than they produce in their working lives.,REFUTES,FALSE,64,37,0.578125,0.31508104663989545,0.25301215685249495,0.265625,True
2128,Less than half of published scientists endorse global warming,REFUTES,FALSE,64,38,0.59375,0.3794896217049037,0.2543724470692204,0.5,True
2564,This small warming is  likely a result of the natural alterations in global ocean currents  which are driven by ocean salinity variations.,SUPPORTS,TRUE,64,41,0.640625,0.578077850775158,0.26017489631524415,0.140625,False
1334,We simply could never release enough CO2 into the atmosphere to cause the pH to go below 7 [the point in the pH scale at which a solution becomes acidic].”,REFUTES,FALSE,24,16,0.6666666666666666,0.6931471805599452,0.4309064083291827,0.25,False
190,Climate change is normal and continual.,SUPPORTS,TRUE,24,16,0.6666666666666666,0.6931471805599452,0.4309064083291827,0.16666666666666666,False
2247,"His best estimate is that the  warming in response to a doubling of CO2 concentration, which may happen  this century unless the usual suspects get away with shutting down the  economies of the West, will be a harmless 1 Fahrenheit degree, not the 6  F predicted by the IPCC.""",REFUTES,FALSE,64,45,0.703125,0.8622235106038793,0.27277236279499045,0.421875,False
993,"While there has been a mean rise of a little more than 3mm per year worldwide since the 1990s, in the last decade, the NOAA Virginia Key tide gauge just south of Miami Beach has measured a 9mm rise annually.”",SUPPORTS,TRUE,24,17,0.7083333333333334,0.8873031950009029,0.44543540318737396,0.2916666666666667,False
2966,"Over the three years from 1979 to 1982 when CO2 emissions were decreasing due to the rapid increase in the price of oil that drastically reduced consumption, there was no change in the rate of increase in atmospheric concentration of CO2 proving that humans were not the primary source for the increase in concentration.'",REFUTES,FALSE,64,46,0.71875,0.9382696385929302,0.27701993880966586,0.25,False
1871,"Donald Trump ""thinks that climate change is a hoax, invented by the Chinese.""",SUPPORTS,TRUE,24,19,0.7916666666666666,1.3350010667323398,0.49276032999090225,0.5416666666666666,False
1103,[ocean acidification was ] First referenced in a peer-reviewed study in Nature in 2003,SUPPORTS,TRUE,24,19,0.7916666666666666,1.3350010667323398,0.49276032999090225,0.375,False
1488,New Study Confirms EVs Considerably Worse For Climate Than Diesel Cars.,REFUTES,FALSE,24,19,0.7916666666666666,1.3350010667323398,0.49276032999090225,0.4583333333333333,False
1239,"Through decades of research, it has become clear that human civilization, roughly 6,000 years old, developed during an unusually stable period for global sea levels.",SUPPORTS,TRUE,24,19,0.7916666666666666,1.3350010667323398,0.49276032999090225,0.2916666666666667,False
282,The panel was forced to retract a statement in its 2007 report saying all Himalayan glaciers could melt entirely by 2035.,SUPPORTS,TRUE,24,20,0.8333333333333334,1.6094379124341007,0.5313139275527818,0.6666666666666666,False
2257,'Our harmless emissions of trifling quantities of carbon dioxide cannot possibly acidify the oceans.,REFUTES,FALSE,24,20,0.8333333333333334,1.6094379124341007,0.5313139275527818,0.5,False
1678,No known natural forcing fits the fingerprints of observed warming except anthropogenic greenhouse gases.,SUPPORTS,TRUE,24,20,0.8333333333333334,1.6094379124341007,0.5313139275527818,0.5,False
383,"“As soon as renewables were introduced into the grid, electric­ity prices increased and delivery became unreliable.",REFUTES,FALSE,24,21,0.875,1.9459101490553132,0.5882760066687646,0.375,False
33,Harvard study finds that wind turbines create MORE global warming than the fossil fuels they eliminate,REFUTES,FALSE,24,21,0.875,1.9459101490553132,0.5882760066687646,0.375,False
2117,"Global sea level data shows that sea level rise has been increasing since 1880 while future sea level rise predictions are based on  physics, not statistics.",SUPPORTS,TRUE,24,21,0.875,1.9459101490553132,0.5882760066687646,0.5416666666666666,False
2275,[…] Constant 24-7  media coverage of every significant storm worldwide just makes it seem  that way.”,SUPPORTS,TRUE,24,21,0.875,1.9459101490553132,0.5882760066687646,0.4583333333333333,False
1447,"Flights departing airports in the United States and its territories emitted about one-quarter (24%) of global passenger transport-related CO2, two-thirds of which came from domestic flights.",SUPPORTS,TRUE,24,21,0.875,1.9459101490553132,0.5882760066687646,0.375,False
482,"It is expected the report will focus on required changes to the energy system, rather than forests.",SUPPORTS,TRUE,24,21,0.875,1.9459101490553132,0.5882760066687646,0.4583333333333333,False
728,"The sea was much colder than previously thought, the study suggests, indicating that climate change is advancing at an unprecedented rate”",SUPPORTS,TRUE,24,21,0.875,1.9459101490553132,0.5882760066687646,0.4583333333333333,False
1205,"“In 2009, then-British Prime Minister Gordon Brown predicted that the world had only 50 days to save the planet from global warming.",SUPPORTS,TRUE,24,22,0.9166666666666666,2.3978952727983702,0.6804138174397718,0.4166666666666667,False
2170,Climate change isn't increasing extreme weather damage costs,REFUTES,FALSE,24,22,0.9166666666666666,2.3978952727983702,0.6804138174397718,0.4166666666666667,False
1615,Climate change isn't increasing extreme weather damage costs.,REFUTES,FALSE,24,22,0.9166666666666666,2.3978952727983702,0.6804138174397718,0.4166666666666667,False
1034,"Your odds of correctly guessing the outcome of a flipped coin are 1 in 2, but your odds of guessing correctly twice in a row are only 1 in 4 —",SUPPORTS,TRUE,24,22,0.9166666666666666,2.3978952727983702,0.6804138174397718,0.4166666666666667,False
279,"In one particularly damning email, CRU director Phil Jones said he had used ‘Mike’s Nature trick’ to ‘hide the decline’ in temperatures in the second half of the 20th century.",SUPPORTS,TRUE,24,22,0.9166666666666666,2.3978952727983702,0.6804138174397718,0.4166666666666667,False
1999,there is no relationship between temperature and carbon dioxide emissions by Â­humans[...],REFUTES,FALSE,24,22,0.9166666666666666,2.3978952727983702,0.6804138174397718,0.5,False
2650,The decline in tree-ring growth is openly discussed in papers and IPCC reports.,SUPPORTS,TRUE,24,23,0.9583333333333334,3.1354942159291506,0.8595177052156608,0.4583333333333333,False
583,"But despite [the Gulf Stream], the summer of 2018 looks set to be one of the hottest on record.",SUPPORTS,TRUE,24,23,0.9583333333333334,3.1354942159291506,0.8595177052156608,0.4583333333333333,False
1420,"Concentrated in the atmosphere, these gases do not allow the warmth of the sun’s rays reflected by the earth to be dispersed in space.",SUPPORTS,TRUE,24,23,0.9583333333333334,3.1354942159291506,0.8595177052156608,0.4583333333333333,False
1127,"This means it is possible that by some yardsticks, 2016 will be declared as hot as 2015 or even slightly hotter – because El Nino did not vanish until the middle of the year.",SUPPORTS,TRUE,24,23,0.9583333333333334,3.1354942159291506,0.8595177052156608,0.4583333333333333,False
3130,"""There are other possible causes for climate change which could be associated with solar activity or related to variations in the temperature of the liquid core of the Earth, which is about 5,400 degrees Celsius.",SUPPORTS,TRUE,24,23,0.9583333333333334,3.1354942159291506,0.8595177052156608,0.4583333333333333,False
1308,Great Barrier Reef may perish by 2030s,SUPPORTS,TRUE,24,23,0.9583333333333334,3.1354942159291506,0.8595177052156608,0.4583333333333333,False
578,"‘If we do nothing to reduce our greenhouse gas emissions, the kind of extreme heat we saw this past summer will be the norm when my young son is a grown man.’",SUPPORTS,TRUE,24,23,0.9583333333333334,3.1354942159291506,0.8595177052156608,0.4583333333333333,False
2614,"""The Keeling curve, which is widely used to show the increase in CO2 emissions, is based on data from the top of Mount Mauna Loa in Hawaii.",SUPPORTS,TRUE,24,23,0.9583333333333334,3.1354942159291506,0.8595177052156608,0.4583333333333333,False
2330,Arctic sea ice has been retreating over the past 30 years.,SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
1625,Global warming is increasing the risk of heatwaves.,SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
1057,"“Moreover, the ocean already contains so-called oxygen minimum zones, generally found in the middle depths.",SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
1121,"Another consequence of the fast melting Arctic raises the possibility that there may be even worse extreme weather to come, according to a few scientists: titanic Atlantic superstorms and hurricanes barreling across Europe.",SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
2876,Science entitled The Scientific Consensus on Climate Change (Oreskes 2004).,SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
577,‘Heatwaves are far more intense than when my parents were growing up in the 1950s.,SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
2199,"The consequences of climate change become increasingly bad after each additional degree of warming, with the consequences of 2°C being quite damaging and the consequences of 4°C being potentially catastrophic.",SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
1347,"Scientists say the recent climate agreement negotiated in Paris is not remotely ambitious enough to forestall a significant melting of Greenland and Antarctica, though if fully implemented, it may slow the pace somewhat.”",SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
1592,97% consensus on human-caused global warming has been disproven.,REFUTES,FALSE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
830,parts of the Earth will likely become close to uninhabitable,SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
342,"While members of the media may nod along to such claims [about changes in weather extremes], the evidence paints a different story",SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
1684,The 2nd law of thermodynamics is consistent with the greenhouse effect which is directly observed.,SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
2201,That humans are causing global warming is the position of the Academies of Science from 80 countries plus many scientific organizations that study climate science.,SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
243,"In its 5th assessment report in 2013, the IPCC estimated that human emissions are probably responsible for more than half of the observed increase in global average temperature from 1951 to 2010.",SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
1260,"The contrast in precipitation between wet and dry regions and between wet and dry seasons will increase, although there may be regional exceptions.",SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
1647,Extreme weather events are being made more frequent and worse by global warming.,SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
1351,"a marginally significant warming trend in the data over the past several years, erasing the temperature plateau that vexed climate alarmists have found difficult to explain.",SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
1715,"Theory, models and direct measurement confirm CO2 is currently the main driver of climate change.",SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
983,"‘The dry periods are drier and the wet periods are wetter,’ said Jeffrey Mount, a water expert and senior fellow at the Public Policy Institute of California.",SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
564,This could mean the landmark Paris Climate Agreement – which seeks to limit global warming to 2 degrees Celsius (3.6 degrees Fahrenheit) above pre-industrial levels – may not be enough to ward off catastrophe.,SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
2508,"""The Pacific Decadal Oscillation (PDO) is a temperature pattern in the Pacific Ocean that spends roughly 20-30 years in the cool phase or the warm phase.",SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
1643,"Al Gore's book is quite accurate, and far more accurate than contrarian books.",SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
1776,"If anyone claims to be part of the 97 percent, it means they disagree with the contrarian argument that humans are having a minimal impact on global warming.",SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
2136,Renewables can't provide baseload power,REFUTES,FALSE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
1089,"Last year’s warmth was manifested across the planet, from the warm tropical ocean waters off the coast of northeastern Australia, where the Great Barrier Reef experienced its worst coral bleaching event on record and large scale coral death, to the Arctic, where sea ice hit regular monthly record lows and overall temperatures were also the warmest on record, at least from January through September 2016.",SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
2222,A large number of ancient mass extinction events have been strongly linked to global climate change.,SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
2895,"The latest  measurements involve the use of satellite gravimetry, estimating  the mass of terrain beneath by detecting slight changes in gravity as a  satellite passes overhead.",SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
2276,It is unclear whether global warming is increasing hurricane frequency but there is increasing evidence that warming increases hurricane intensity.,SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
1186,President Hilda Heine has told reporters that longtime residents are leaving the Marshall Islands because climate change is threatening the nation’s existence.”,SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
717,Scientists used to think that ice sheets could take millennia to respond to changing climates,SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
2187,"Scientific analysis of past climates shows that greenhouse gasses, principally CO2, have controlled most ancient climate changes.",SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
2438,Greenhouse gases have been the main contributor of warming since 1970.,SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
996,But when the Arctic warms up faster than the equator does […] the jet stream’s flow can become weakened and elongated.,SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
2262,"Since the hockey stick paper in 1998, there have been a number of proxy studies analysing a variety of different sources including corals, stalagmites, tree rings, boreholes and ice cores.",SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
620,"Temperatures in the Southwest increased by nearly two degrees Fahrenheit (one degree Celsius) from 1901 to 2010, and some climate models forecast a total rise of six degrees or more by the end of this century.",SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
1529,"Human activities (mainly greenhouse-gas emissions) are the dominant cause of the rapid warming since the middle 1900s (IPCC, 2013).",SUPPORTS,TRUE,24,24,1.0,3.8918202981106256,1.45802960879951,0.5,False
